sku,gross_quantity,cancelled_quantity,cancelled_revenue_local,gross_revenue_local,cancel_rate_qty,cancel_rate_revenue
SET293-KR-NP-XXL,1618,1,3391.24,49570.24,0.0006180469715698393,0.0684128218866804
SET293-KR-NP-XXXL,3919,1,2713.1499999999996,33893.15,0.00025516713447307985,0.08005009861874743
SET295,1,0,0.0,680.0,0.0,0.0
SET295-KR-NP-L,6813,0,0.0,10581.0,0.0,0.0
SET295-KR-NP-M,7662,0,715.24,10664.24,0.0,0.06706900819936536
SET295-KR-NP-S,3417,0,0.0,13273.0,0.0,0.0
SET295-KR-NP-XL,7666,1,751.0,12870.0,0.00013044612575006522,0.058352758352758355
SET295-KR-NP-XS,32,0,0.0,24360.0,0.0,0.0
SET295-KR-NP-XXL,3416,1,747.0,12428.0,0.0002927400468384075,0.06010621177985195
SET295-KR-NP-XXXL,1730,1,1471.76,23175.76,0.0005780346820809249,0.06350428206022155
SET297,11,0,0.0,8287.5,0.0,0.0
SET297-KR-NP-L,7320,0,0.0,7978.0,0.0,0.0
SET297-KR-NP-M,3254,0,0.0,3218.0,0.0,0.0
SET297-KR-NP-S,3254,0,0.0,3250.0,0.0,0.0
SET297-KR-NP-XL,3252,0,0.0,3216.0,0.0,0.0
SET297-KR-NP-XXL,1628,0,0.0,3140.0,0.0,0.0
SET297-KR-NP-XXXL,2442,0,0.0,4806.0,0.0,0.0
SET299,7,0,0.0,6075.0,0.0,0.0
SET299-KR-PP-L,2,0,0.0,1714.0,0.0,0.0
SET299-KR-PP-M,2,0,0.0,1650.0,0.0,0.0
SET299-KR-PP-S,6,0,0.0,4075.0,0.0,0.0
SET299-KR-PP-XL,2,0,0.0,1625.0,0.0,0.0
SET299-KR-PP-XS,1,0,0.0,825.0,0.0,0.0
SET299-KR-PP-XXL,3,0,0.0,2603.0,0.0,0.0
SET299-KR-PP-XXXL,7,0,0.0,5967.0,0.0,0.0
SET300,7,0,0.0,6698.5,0.0,0.0
SET300-KR-NP-L,4663,0,1731.42,15198.42,0.0,0.1139210523199122
SET300-KR-NP-M,12809,0,3805.72,28539.72,0.0,0.13334818982106342
SET300-KR-NP-S,2330,0,0.0,6336.0,0.0,0.0
SET300-KR-NP-XL,3499,0,920.95,14170.95,0.0,0.06498858580405689
SET300-KR-NP-XS,3494,0,0.0,8196.0,0.0,0.0
SET300-KR-NP-XXL,4660,0,0.0,10564.0,0.0,0.0
SET300-KR-NP-XXXL,9,1,967.0,7774.0,0.1111111111111111,0.12438898893748392
SET301-KR-PP-L,2627,0,0.0,3561.0,0.0,0.0
SET301-KR-PP-M,6566,0,0.0,7698.0,0.0,0.0
SET301-KR-PP-S,1,0,0.0,833.0,0.0,0.0
SET301-KR-PP-XL,1314,0,0.0,1348.0,0.0,0.0
SET301-KR-PP-XXL,1,0,0.0,833.0,0.0,0.0
SET302,1,0,0.0,1037.5,0.0,0.0
SET302-KR-PP-L,6243,1,1535.95,16700.95,0.00016017940092904052,0.09196782218975567
SET302-KR-PP-M,2087,0,738.1,11867.1,0.0,0.06219716695738639
SET302-KR-PP-S,4164,0,0.0,12282.0,0.0,0.0
SET302-KR-PP-XL,3122,0,0.0,8772.0,0.0,0.0
SET302-KR-PP-XS,2084,2,1878.0,9112.0,0.0009596928982725527,0.20610184372256365
SET302-KR-PP-XXL,2086,1,799.0,10296.0,0.00047938638542665386,0.07760295260295261
SET302-KR-PP-XXXL,2100,0,1632.3899999999999,23040.39,0.0,0.07084906114870451
SET303,7,0,0.0,6483.0,0.0,0.0
SET303-KR-NP-L,2934,0,0.0,8385.0,0.0,0.0
SET303-KR-NP-M,2935,0,0.0,9176.0,0.0,0.0
SET303-KR-NP-S,1955,0,0.0,4617.0,0.0,0.0
SET303-KR-NP-XL,978,0,0.0,2791.0,0.0,0.0
SET303-KR-NP-XS,7,1,888.0,6216.0,0.14285714285714285,0.14285714285714285
SET303-KR-NP-XXL,6,1,888.0,5328.0,0.16666666666666666,0.16666666666666666
SET303-KR-NP-XXXL,1954,0,0.0,3752.0,0.0,0.0
SET304,6,0,0.0,8100.0,0.0,0.0
SET304-KR-DPT-L,6828,2,3369.9300000000003,89481.93,0.00029291154071470416,0.037660452786389395
SET304-KR-DPT-M,2762,2,4489.860000000001,70970.86,0.000724112961622013,0.06326342952586457
SET304-KR-DPT-S,10863,7,13101.48,78829.48,0.0006443892110834944,0.16620025909088834
SET304-KR-DPT-XL,2752,1,3209.92,60281.92,0.0003633720930232558,0.05324846985630186
SET304-KR-DPT-XS,2798,7,10055.470000000001,111875.47,0.0025017869907076485,0.08988091848910222
SET304-KR-DPT-XXL,2742,1,1186.0,44908.0,0.00036469730123997083,0.026409548410082837
SET304-KR-DPT-XXXL,2743,2,3367.54,50989.54,0.0007291286912139992,0.06604374152031965
SET305,8,0,0.0,8300.0,0.0,0.0
SET305-KR-DPT-L,2093,0,0.0,18371.0,0.0,0.0
SET305-KR-DPT-M,2090,1,1887.95,16292.95,0.0004784688995215311,0.11587527120625792
SET305-KR-DPT-S,4163,0,0.0,14623.0,0.0,0.0
SET305-KR-DPT-XL,4158,0,865.71,10753.71,0.0,0.08050337976382105
SET305-KR-DPT-XS,7,0,0.0,6657.0,0.0,0.0
SET305-KR-DPT-XXL,2080,0,0.0,5836.0,0.0,0.0
SET305-KR-DPT-XXXL,2085,1,909.0,10439.0,0.00047961630695443646,0.08707730625538845
SET306,1,0,0.0,687.5,0.0,0.0
SET306-KR-PP-L,10339,0,1325.72,15513.72,0.0,0.08545468140458898
SET306-KR-PP-M,12559,0,0.0,17615.0,0.0,0.0
SET306-KR-PP-S,3691,0,0.0,3745.0,0.0,0.0
SET306-KR-PP-XL,6649,0,0.0,11117.0,0.0,0.0
SET306-KR-PP-XS,4433,1,666.0,6576.0,0.00022558087074216106,0.10127737226277372
SET306-KR-PP-XXL,8122,0,0.0,11336.0,0.0,0.0
SET306-KR-PP-XXXL,6653,0,0.0,13063.0,0.0,0.0
SET307,8,0,0.0,5270.0,0.0,0.0
SET307-KR-DPT-L,786,1,736.0,8093.0,0.001272264631043257,0.0909427900654887
SET307-KR-DPT-M,790,1,1436.95,11044.95,0.0012658227848101266,0.1301001815309259
SET307-KR-DPT-S,781,0,0.0,4450.0,0.0,0.0
SET307-KR-DPT-XL,1558,1,1436.95,6663.95,0.0006418485237483953,0.21563036937552055
SET307-KR-DPT-XS,779,0,0.0,2981.0,0.0,0.0
SET307-KR-DPT-XXL,2335,0,0.0,7356.0,0.0,0.0
SET307-KR-DPT-XXXL,785,1,736.0,7379.0,0.0012738853503184713,0.09974251253557392
SET308-KR-PP-L,1481,0,0.0,4956.0,0.0,0.0
SET308-KR-PP-M,5,0,0.0,3480.0,0.0,0.0
SET308-KR-PP-S,9,2,1392.0,6264.0,0.2222222222222222,0.2222222222222222
SET308-KR-PP-XL,4,0,0.0,2141.0,0.0,0.0
SET308-KR-PP-XS,3,1,696.0,2088.0,0.3333333333333333,0.3333333333333333
SET308-KR-PP-XXL,4,0,0.0,2784.0,0.0,0.0
SET308-KR-PP-XXXL,9,0,0.0,6309.0,0.0,0.0
SET310-KR-NP-L,32,0,1874.29,33669.29,0.0,0.055667642531220585
SET310-KR-NP-M,27,1,999.0,25343.0,0.037037037037037035,0.039419169001302136
SET310-KR-NP-S,16,0,0.0,16626.0,0.0,0.0
SET310-KR-NP-XL,18,2,2949.43,19575.43,0.1111111111111111,0.15066999805368259
SET310-KR-NP-XS,16,0,951.43,16364.43,0.0,0.058140124648398996
SET310-KR-NP-XXL,21,2,1998.0,20348.0,0.09523809523809523,0.09819146844898761
SET310-KR-NP-XXXL,18,1,3853.29,21114.29,0.05555555555555555,0.18249678298441482
SET311-KR-NP-L,3,0,0.0,2922.0,0.0,0.0
SET311-KR-NP-S,3415,0,0.0,4556.0,0.0,0.0
SET311-KR-NP-XL,1,0,0.0,925.0,0.0,0.0
SET311-KR-NP-XS,1,0,0.0,925.0,0.0,0.0
SET313-KR-NP-L,2483,0,0.0,8167.0,0.0,0.0
SET313-KR-NP-M,4,0,0.0,4496.0,0.0,0.0
SET313-KR-NP-S,1,0,0.0,1099.0,0.0,0.0
SET313-KR-NP-XL,3,0,0.0,1099.0,0.0,0.0
SET313-KR-NP-XS,3,0,0.0,3297.0,0.0,0.0
SET313-KR-NP-XXL,2482,0,0.0,5749.0,0.0,0.0
SET313-KR-NP-XXXL,2,1,947.0,2046.0,0.5,0.4628543499511241
SET315-KR-PP-L,1853,0,0.0,2768.0,0.0,0.0
SET315-KR-PP-M,1854,0,0.0,3294.0,0.0,0.0
SET315-KR-PP-S,1852,0,0.0,1902.0,0.0,0.0
SET315-KR-PP-XL,2781,0,0.0,3561.0,0.0,0.0
SET315-KR-PP-XS,1852,0,0.0,1846.0,0.0,0.0
SET315-KR-PP-XXL,1852,0,0.0,1892.0,0.0,0.0
SET315-KR-PP-XXXL,1855,0,0.0,4277.0,0.0,0.0
SET316,11,0,0.0,13650.0,0.0,0.0
SET316-KR-DPT-L,9202,0,1025.89,23260.89,0.0,0.044103643497733755
SET316-KR-DPT-M,10515,0,1025.89,22476.89,0.0,0.04564199050669377
SET316-KR-DPT-S,13141,1,1149.0,25071.0,7.609770945894529e-05,0.04582984324518368
SET316-KR-DPT-XL,7875,0,1105.36,19483.36,0.0,0.056733540826633594
SET316-KR-DPT-XS,7886,0,0.0,17875.0,0.0,0.0
SET316-KR-DPT-XXL,6570,0,2144.6499999999996,14642.65,0.0,0.14646597439671097
SET316-KR-DPT-XXXL,5266,1,1238.0,22325.0,0.00018989745537409798,0.0554535274356103
SET317,4,0,0.0,5130.0,0.0,0.0
SET317-KR-PP-L,2727,1,2269.54,33487.54,0.0003667033370003667,0.06777267007370502
SET317-KR-PP-M,2720,0,2129.4700000000003,26163.47,0.0,0.08139096228443704
SET317-KR-PP-S,2721,0,0.0,25249.0,0.0,0.0
SET317-KR-PP-XL,2722,1,1199.0,25198.0,0.0003673769287288758,0.04758314151916819
SET317-KR-PP-XS,2713,1,1199.0,15845.0,0.00036859565057132326,0.07567055853581571
SET317-KR-PP-XXL,2724,2,4515.860000000001,28316.86,0.0007342143906020558,0.1594760153491595
SET317-KR-PP-XXXL,2714,0,1070.54,17955.54,0.0,0.059621710068313176
SET318-KR-SHA-L,8,1,1152.0,8554.0,0.125,0.1346738368014964
SET318-KR-SHA-M,10,1,2103.43,11388.43,0.1,0.18469885664661415
SET318-KR-SHA-S,2708,0,0.0,8855.0,0.0,0.0
SET318-KR-SHA-XL,5,0,0.0,5029.0,0.0,0.0
SET318-KR-SHA-XS,5,0,951.43,5846.43,0.0,0.16273691808505358
SET318-KR-SHA-XXL,2,0,0.0,2304.0,0.0,0.0
SET318-KR-SHA-XXXL,2,0,0.0,1998.0,0.0,0.0
SET319,10,0,0.0,9750.0,0.0,0.0
SET319-KR-NP-L,1990,2,2559.71,34796.71,0.0010050251256281408,0.07356183961069883
SET319-KR-NP-M,2012,1,3363.66,55450.66,0.0004970178926441351,0.06066041414114818
SET319-KR-NP-S,3950,4,5052.67,44323.67,0.0010126582278481013,0.11399484744832727
SET319-KR-NP-XL,3959,5,5152.24,52176.24,0.001262945188178833,0.09874686255659665
SET319-KR-NP-XS,1983,0,3398.1,32511.1,0.0,0.10452122505851848
SET319-KR-NP-XXL,1973,1,852.0,19447.0,0.0005068423720223011,0.04381138478942768
SET319-KR-NP-XXXL,1969,1,852.0,16767.0,0.0005078720162519045,0.05081409912327787
SET320,10,0,0.0,10000.0,0.0,0.0
SET320-KR-NP-L,3010,1,801.0,8930.0,0.0003322259136212625,0.08969764837625979
SET320-KR-NP-M,3018,1,852.0,15697.0,0.0003313452617627568,0.054277887494425685
SET320-KR-NP-S,25,0,0.0,21304.0,0.0,0.0
SET320-KR-NP-XL,15,1,1656.76,13400.76,0.06666666666666667,0.12363179401765273
SET320-KR-NP-XS,18,1,2482.67,16967.67,0.05555555555555555,0.14631767355211414
SET320-KR-NP-XXL,21,1,1663.4299999999998,18769.43,0.047619047619047616,0.08862442812594734
SET320-KR-NP-XXXL,37,6,7570.29,33889.29,0.16216216216216217,0.22338296258198387
SET321,10,0,0.0,10375.0,0.0,0.0
SET321-KR-DPT-L,2081,0,0.0,5137.0,0.0,0.0
SET321-KR-DPT-M,4164,0,0.0,13858.0,0.0,0.0
SET321-KR-DPT-S,5,0,0.0,4751.0,0.0,0.0
SET321-KR-DPT-XL,2088,0,0.0,11674.0,0.0,0.0
SET321-KR-DPT-XS,4,0,0.0,3760.0,0.0,0.0
SET321-KR-DPT-XXL,3,0,0.0,2861.0,0.0,0.0
SET321-KR-DPT-XXXL,3,0,0.0,2873.0,0.0,0.0
SET322,9,0,0.0,10890.0,0.0,0.0
SET322-KR-SHA-L,3732,0,0.0,23361.0,0.0,0.0
SET322-KR-SHA-M,25,0,0.0,27437.0,0.0,0.0
SET322-KR-SHA-S,20,0,1962.5,23918.5,0.0,0.08204945962330414
SET322-KR-SHA-XL,21,2,2198.0,23079.0,0.09523809523809523,0.09523809523809523
SET322-KR-SHA-XS,17,2,3047.25,18826.25,0.11764705882352941,0.16186176216718678
SET322-KR-SHA-XXL,24,2,2198.0,26244.0,0.08333333333333333,0.08375247675659199
SET322-KR-SHA-XXXL,21,2,2198.0,22617.0,0.09523809523809523,0.0971835345094398
SET323-KR-NP-L,4671,0,3634.2999999999997,25740.3,0.0,0.14119105060935574
SET323-KR-NP-M,4676,0,5708.57,33692.57,0.0,0.16943112383531442
SET323-KR-NP-S,4673,0,2797.14,27904.14,0.0,0.10024103950166534
SET323-KR-NP-XL,2340,0,951.43,15742.43,0.0,0.060437302246222464
SET323-KR-NP-XS,2340,0,1788.58,17868.58,0.0,0.10009637027676513
SET323-KR-NP-XXL,5829,1,999.0,19401.0,0.00017155601303825698,0.051492191124168855
SET323-KR-NP-XXXL,2337,0,0.0,12124.0,0.0,0.0
SET324-KR-NP-L,223,12,10907.61,136244.61,0.053811659192825115,0.08005902031647345
SET324-KR-NP-M,268,18,20896.920000000002,171020.92,0.06716417910447761,0.12218926199204168
SET324-KR-NP-S,156,7,6601.66,95783.66,0.04487179487179487,0.06892261164378141
SET324-KR-NP-XL,137,3,6027.9400000000005,84378.94,0.021897810218978103,0.07143891591906701
SET324-KR-NP-XS,121,6,13510.08,84317.08,0.049586776859504134,0.16022945766148447
SET324-KR-NP-XXL,1452,8,7834.85,92672.85,0.005509641873278237,0.08454309973201428
SET324-KR-NP-XXXL,97,6,4300.76,56986.76,0.061855670103092786,0.0754694599236735
SET325,2,0,0.0,1375.0,0.0,0.0
SET325-KR-NP-L,2765,2,1957.71,10687.71,0.0007233273056057866,0.18317394465231562
SET325-KR-NP-M,1392,3,3257.58,13260.58,0.0021551724137931034,0.24565893799517063
SET325-KR-NP-S,2074,0,1268.58,9970.58,0.0,0.12723231747802033
SET325-KR-NP-XL,2763,0,634.29,10738.29,0.0,0.059068063909616886
SET325-KR-NP-XS,12,1,1300.29,8617.29,0.08333333333333333,0.15089314622114375
SET325-KR-NP-XXL,1382,0,0.0,5394.0,0.0,0.0
SET325-KR-NP-XXXL,1380,0,0.0,4032.0,0.0,0.0
SET326,3,0,0.0,2062.5,0.0,0.0
SET326-KR-PP-L,7573,0,0.0,11213.0,0.0,0.0
SET326-KR-PP-M,7570,0,634.29,9981.29,0.0,0.0635478981173776
SET326-KR-PP-S,1380,0,0.0,4109.0,0.0,0.0
SET326-KR-PP-XL,3443,1,666.0,5627.0,0.0002904443799012489,0.11835791718500088
SET326-KR-PP-XS,3,1,666.0,1998.0,0.3333333333333333,0.3333333333333333
SET326-KR-PP-XXL,2756,0,0.0,4219.0,0.0,0.0
SET326-KR-PP-XXXL,1381,0,0.0,4752.0,0.0,0.0
SET327,8,0,0.0,8000.0,0.0,0.0
SET327-KR-DPT-L,2059,0,3805.72,58241.72,0.0,0.06534353724443577
SET327-KR-DPT-M,4063,1,1950.4299999999998,61822.43,0.0002461235540241201,0.03154890547006968
SET327-KR-DPT-S,2031,1,3699.29,31662.29,0.0004923682914820286,0.11683583215238064
SET327-KR-DPT-XL,2044,1,3853.29,44863.29,0.0004892367906066536,0.08588959926924664
SET327-KR-DPT-XS,2021,0,1902.86,21424.86,0.0,0.08881551618073583
SET327-KR-DPT-XXL,2033,1,999.0,32330.0,0.0004918839153959665,0.03090009279307145
SET327-KR-DPT-XXXL,4029,1,2901.8599999999997,28735.86,0.0002482005460412013,0.10098392739942356
SET328-KR-NP-L,3965,2,1784.76,37561.76,0.0005044136191677175,0.047515345393826056
SET328-KR-NP-M,10468,1,1048.05,41172.05,9.552923194497516e-05,0.02545537567354552
SET328-KR-NP-S,3933,3,1725.0,18926.0,0.0007627765064836003,0.09114445736024517
SET328-KR-NP-XL,3958,4,2873.05,32141.05,0.001010611419909045,0.08938880341494757
SET328-KR-NP-XS,23,1,1154.05,13816.05,0.043478260869565216,0.08352966296445076
SET328-KR-NP-XXL,7187,1,1583.1,22355.1,0.00013914011409489355,0.0708160553967551
SET328-KR-NP-XXXL,5224,2,1090.0,13963.0,0.00038284839203675346,0.07806345341259041
SET329,3,0,0.0,1925.5,0.0,0.0
SET329-KR-NP-L,2788,0,634.29,26016.29,0.0,0.02438049391362104
SET329-KR-NP-M,3474,0,1268.58,26689.58,0.0,0.047530909066384706
SET329-KR-NP-S,1403,0,1902.87,21232.87,0.0,0.08961906704086635
SET329-KR-NP-XL,6217,0,634.29,20829.29,0.0,0.030451830091184094
SET329-KR-NP-XS,19,0,0.0,12654.0,0.0,0.0
SET329-KR-NP-XXL,4149,1,1934.58,16060.58,0.00024102193299590263,0.12045517658764503
SET329-KR-NP-XXXL,1390,1,1300.29,11291.29,0.0007194244604316547,0.11515867540378467
SET330,10,0,0.0,6050.0,0.0,0.0
SET330-KR-PP-L,14,1,1194.29,8643.29,0.07142857142857142,0.1381753938604397
SET330-KR-PP-M,18,1,1828.58,11127.58,0.05555555555555555,0.16432863210149914
SET330-KR-PP-S,23,1,666.0,13333.0,0.043478260869565216,0.04995124878121953
SET330-KR-PP-XL,702,0,0.0,8855.0,0.0,0.0
SET330-KR-PP-XS,10,0,0.0,5672.0,0.0,0.0
SET330-KR-PP-XXL,696,0,0.0,5304.0,0.0,0.0
SET330-KR-PP-XXXL,20,1,1934.58,12930.58,0.05,0.14961277839045115
SET331,8,0,0.0,4420.0,0.0,0.0
SET331-KR-NP-L,2763,9,6786.52,99837.52,0.003257328990228013,0.06797564683097096
SET331-KR-NP-M,1488,16,10534.95,112784.95,0.010752688172043012,0.0934074094105641
SET331-KR-NP-S,1423,11,9701.67,77266.67,0.007730147575544624,0.1255608660241214
SET331-KR-NP-XL,5346,9,5699.0,83438.0,0.0016835016835016834,0.06830221242119898
SET331-KR-NP-XS,76,11,8556.71,47882.71,0.14473684210526316,0.17870145612059132
SET331-KR-NP-XXL,3990,2,1194.0,50794.0,0.0005012531328320802,0.023506713391345434
SET331-KR-NP-XXXL,1416,8,6792.0,72241.0,0.005649717514124294,0.09401863207873645
SET332-KR-PP-L,15,1,1047.8600000000001,8661.86,0.06666666666666667,0.12097401712796098
SET332-KR-PP-M,8,0,0.0,4344.0,0.0,0.0
SET332-KR-PP-S,10,1,1547.8600000000001,5891.860000000001,0.1,0.26271160550318573
SET332-KR-PP-XL,2963,2,1074.0,9097.0,0.0006749915626054674,0.11806089919753765
SET332-KR-PP-XS,11,1,549.0,6015.0,0.09090909090909091,0.0912718204488778
SET332-KR-PP-XXL,7,1,525.0,3771.0,0.14285714285714285,0.13922036595067622
SET332-KR-PP-XXXL,17,0,522.86,9735.86,0.0,0.053704552037519025
SET333,10,0,0.0,10750.0,0.0,0.0
SET333-KR-DPT-L,2182,2,3708.66,32572.66,0.0009165902841429881,0.1138580637872375
SET333-KR-DPT-M,5407,1,1887.95,31247.95,0.000184945441094877,0.06041836344464197
SET333-KR-DPT-S,48,0,2707.61,47924.61,0.0,0.056497277703459664
SET333-KR-DPT-XL,3264,1,1832.71,38100.71,0.00030637254901960784,0.048101728288003034
SET333-KR-DPT-XS,3260,1,3717.8500000000004,36757.85,0.00030674846625766873,0.10114438140424428
SET333-KR-DPT-XXL,2184,2,1817.0,31925.0,0.0009157509157509158,0.056914643696162885
SET333-KR-DPT-XXXL,31,3,3752.95,30131.95,0.0967741935483871,0.1245505186355347
SET334,3,0,0.0,1822.0,0.0,0.0
SET334-KR-NP-L,6211,2,1332.0,16015.0,0.00032200933827080985,0.08317202622541367
SET334-KR-NP-M,4832,0,0.0,13162.0,0.0,0.0
SET334-KR-NP-S,3455,0,0.0,12066.0,0.0,0.0
SET334-KR-NP-XL,4136,0,0.0,8272.0,0.0,0.0
SET334-KR-NP-XS,1389,1,626.0,8488.0,0.0007199424046076314,0.073751178133836
SET334-KR-NP-XXL,1384,0,0.0,6642.0,0.0,0.0
SET334-KR-NP-XXXL,1379,0,0.0,3335.0,0.0,0.0
SET335-KR-NP-L,13,0,690.48,10667.48,0.0,0.0647275645232051
SET335-KR-NP-M,22,0,1424.77,18488.77,0.0,0.07706137293070334
SET335-KR-NP-S,10,0,734.29,8352.29,0.0,0.08791481138705672
SET335-KR-NP-XL,12,0,0.0,7572.0,0.0,0.0
SET335-KR-NP-XS,10,0,0.0,7572.0,0.0,0.0
SET335-KR-NP-XXL,9,0,0.0,6847.0,0.0,0.0
SET335-KR-NP-XXXL,13,2,2276.29,9894.29,0.15384615384615385,0.2300609745620959
SET336-KR-NP-L,4719,0,0.0,7295.0,0.0,0.0
SET336-KR-NP-M,2165,0,0.0,3033.0,0.0,0.0
SET336-KR-NP-S,2167,0,823.81,5492.8099999999995,0.0,0.14997970073605313
SET336-KR-NP-XS,1,0,0.0,874.0,0.0,0.0
SET336-KR-NP-XXL,1,0,0.0,833.0,0.0,0.0
SET337-KR-NP-L,3642,0,0.0,10603.0,0.0,0.0
SET337-KR-NP-M,3642,0,832.38,11444.38,0.0,0.07273264257216207
SET337-KR-NP-S,3638,0,832.38,7974.38,0.0,0.10438178265896533
SET337-KR-NP-XL,2553,0,0.0,3432.0,0.0,0.0
SET337-KR-NP-XS,2554,0,0.0,4306.0,0.0,0.0
SET337-KR-NP-XXL,2553,0,0.0,3428.0,0.0,0.0
SET338-KR-NP-L,2,0,0.0,2185.0,0.0,0.0
SET338-KR-NP-M,1353,0,0.0,3554.0,0.0,0.0
SET338-KR-NP-S,4,1,999.0,3996.0,0.25,0.25
SET338-KR-NP-XL,5,0,0.0,4965.0,0.0,0.0
SET338-KR-NP-XS,3,0,0.0,2997.0,0.0,0.0
SET338-KR-NP-XXL,4,2,1998.0,3936.0,0.5,0.5076219512195121
SET339,11,0,0.0,7080.0,0.0,0.0
SET339-KR-NP-L,1515,1,2581.7200000000003,29565.72,0.0006600660066006601,0.08732139788917706
SET339-KR-NP-M,2256,2,1342.0,29277.0,0.0008865248226950354,0.04583802985278546
SET339-KR-NP-S,3714,2,1980.81,19576.81,0.0005385029617662897,0.10118144886730779
SET339-KR-NP-XL,2985,3,2870.86,27038.86,0.0010050251256281408,0.10617533431513015
SET339-KR-NP-XS,1498,1,736.0,16585.0,0.0006675567423230974,0.04437744950256255
SET339-KR-NP-XXL,2248,0,622.86,25183.86,0.0,0.024732507248690232
SET339-KR-NP-XXXL,1517,2,3371.96,31539.96,0.0013183915622940012,0.106910725314807
SET340-KR-NP-L,12,0,1521.9,10769.9,0.0,0.14131050427580574
SET340-KR-NP-M,10,0,0.0,7798.0,0.0,0.0
SET340-KR-NP-S,23,1,1559.95,18849.95,0.043478260869565216,0.08275618768219545
SET340-KR-NP-XL,860,0,0.0,8042.0,0.0,0.0
SET340-KR-NP-XS,22,1,1514.24,17206.24,0.045454545454545456,0.0880052818047406
SET340-KR-NP-XXL,1714,2,2358.96,11902.96,0.0011668611435239206,0.19818263692392482
SET340-KR-NP-XXXL,13,1,751.0,9436.0,0.07692307692307693,0.07958880881729546
SET341,2,0,0.0,2175.0,0.0,0.0
SET341-KR-NP-L,24,1,899.0,20700.0,0.041666666666666664,0.043429951690821256
SET341-KR-NP-M,2649,0,0.0,21626.0,0.0,0.0
SET341-KR-NP-S,21,0,816.19,18131.19,0.0,0.045015798742388126
SET341-KR-NP-XL,32,0,816.19,28466.19,0.0,0.02867225996875592
SET341-KR-NP-XS,10,0,0.0,8628.0,0.0,0.0
SET341-KR-NP-XXL,2643,0,0.0,15657.0,0.0,0.0
SET341-KR-NP-XXXL,15,1,857.0,13055.0,0.06666666666666667,0.06564534661049407
SET342-KR-NP-L,4952,0,0.0,5004.0,0.0,0.0
SET342-KR-NP-M,2476,0,0.0,2450.0,0.0,0.0
SET342-KR-NP-N-L,31,2,2509.52,26787.52,0.06451612903225806,0.09368243122170324
SET342-KR-NP-N-M,36,3,3397.38,32007.38,0.08333333333333333,0.10614364562172848
SET342-KR-NP-N-S,16,0,0.0,13839.0,0.0,0.0
SET342-KR-NP-N-XL,40,1,916.0,34616.0,0.025,0.02646175179107927
SET342-KR-NP-N-XS,25,2,1749.0,21702.0,0.08,0.08059165053912082
SET342-KR-NP-N-XXL,16,0,0.0,11305.0,0.0,0.0
SET342-KR-NP-N-XXXL,18,1,850.0,15671.0,0.05555555555555555,0.05424031650819986
SET342-KR-NP-S,2476,0,0.0,2516.0,0.0,0.0
SET342-KR-NP-XL,2476,0,0.0,2502.0,0.0,0.0
SET342-KR-NP-XS,2476,0,0.0,2512.0,0.0,0.0
SET342-KR-NP-XXL,2476,0,0.0,2508.0,0.0,0.0
SET342-KR-NP-XXXL,2476,0,0.0,2518.0,0.0,0.0
SET343-KR-NP-L,2511,0,0.0,31011.0,0.0,0.0
SET343-KR-NP-M,7459,3,3397.38,32278.38,0.0004021986861509586,0.1052524940842756
SET343-KR-NP-S,2489,1,1634.52,12720.52,0.0004017677782241864,0.12849474707008832
SET343-KR-NP-XL,4979,0,785.71,28263.71,0.0,0.02779925211516818
SET343-KR-NP-XS,2491,1,850.0,15503.0,0.0004014452027298274,0.054828097787524996
SET343-KR-NP-XXL,2500,4,5081.9,23310.9,0.0016,0.21800531082026003
SET343-KR-NP-XXXL,4973,0,0.0,22974.0,0.0,0.0
SET344,4,0,0.0,4450.0,0.0,0.0
SET344-KR-NP-L,42,0,1843.8,39497.8,0.0,0.04668108097159841
SET344-KR-NP-M,40,3,3553.19,37585.19,0.075,0.09453697054611138
SET344-KR-NP-S,21,2,1867.0,19515.0,0.09523809523809523,0.0956699974378683
SET344-KR-NP-XL,37,2,1811.0,32951.0,0.05405405405405406,0.054960395739127796
SET344-KR-NP-XS,21,2,1798.0,19266.0,0.09523809523809523,0.09332502854770061
SET344-KR-NP-XXL,3991,1,4373.280000000001,55598.28,0.00025056376847907793,0.07865854842991547
SET344-KR-NP-XXXL,30,1,2811.8,29700.8,0.03333333333333333,0.09467085061681842
SET345,64,0,0.0,44000.0,0.0,0.0
SET345-KR-NP-L,3634,16,14455.74,130801.74,0.004402861860209136,0.11051641973570075
SET345-KR-NP-M,8511,14,10057.95,163562.95,0.001644930090471155,0.06149283807855019
SET345-KR-NP-S,3615,5,4978.81,115126.81,0.0013831258644536654,0.043246312479256574
SET345-KR-NP-XL,3606,6,8008.52,112111.52,0.0016638935108153079,0.07143351548529536
SET345-KR-NP-XS,2870,5,4395.58,79388.58,0.0017421602787456446,0.055367913117982455
SET345-KR-NP-XXL,3580,9,5654.0,90202.0,0.0025139664804469273,0.06268153699474513
SET345-KR-NP-XXXL,3546,12,8186.1900000000005,70526.19,0.00338409475465313,0.1160730503093957
SET346-KR-PP-L,4,0,0.0,3210.0,0.0,0.0
SET346-KR-PP-M,6,1,774.0,4621.0,0.16666666666666666,0.16749621294092187
SET346-KR-PP-S,3,0,0.0,2459.0,0.0,0.0
SET346-KR-PP-XL,2016,0,0.0,13303.0,0.0,0.0
